state_l,state_s,city,metro,rank,workers,industry,url,website,id,leadership,founded,company
Texas,TX,Flower Mound,Dallas,188,211,Financial Services,mortgage-financial-services,mortgagefinancial.com,43396,Brad Sullivan,2007-01-01,Mortgage Financial Services
Texas,TX,Lewisville,Dallas,189,22,Construction,renown-roofing-and-construction,renownconstruction.com,71516,Adam Buttorff,2012-01-01,Renown Roofing and Construction
New York,NY,Larchmont,New York City,190,20,Business Products & Services,the-stem,thestem.com,71521,Gregg Fisher,2013-01-01,The Stem
Tennessee,TN,Brentwood,Nashville,191,12,IT Services,plow,plowgroup.com,71526,Cameron Plato,2012-01-01,Plow
Utah,UT,American Fork,"Provo-Orem, UT",192,830,Software,domo,domo.com,71531,Josh James,2010-01-01,Domo
Missouri,MO,Kansas City,"Kansas City, MO-KS",193,8,Health,zhou-nutrition,zhounutrition.com,43351,Alex Upperman,2011-01-01,Zhou Nutrition
Kentucky,KY,Louisville,"Louisville/Jefferson County, KY-IN",194,18,Insurance,ladder-now,laddernow.com,71536,Scott James,2012-01-01,Ladder Now
California,CA,Santa Ana,Los Angeles,195,85,Advertising & Marketing,hype-well-media,hypewellmedia.com,71541,Calvin Tran,2013-01-01,Hype Well Media
California,CA,Temecula,"Riverside-San Bernardino-Ontario, CA",196,170,Financial Services,national-merchants-association,nationalmerchants.com,43275,Heather Petersen,2004-01-01,National Merchants Association
Illinois,IL,Chicago,Chicago,197,18,Construction,walton-contractors,walton-contractors.com,71546,Tony Reyes,2012-01-01,Walton Contractors
Idaho,ID,Meridian,"Boise City, ID",198,70,Business Products & Services,verified-first,verifiedfirst.com,24003,Devon Dickinson,2012-01-01,Verified First
Missouri,MO,Olivette,"St. Louis, MO-IL",199,41,Engineering,etegra,etegra.com,71551,Andrew Kishna,2010-01-01,Etegra
Texas,TX,Houston,Houston,200,16,Construction,e-contractors-usa,econtractorsusa.com,68831,Irfan Abji,2011-01-01,E Contractors USA
Florida,FL,Clearwater,Tampa,201,680,Telecommunications,stratus-video,http://stratusvideo.com,22176,David Fetterolf,2011-01-01,Stratus Video
Massachusetts,MA,Medford,Boston,202,185,Energy,homeworks-energy,homeworksenergy.com,43024,Max Veggeberg,2012-01-01,HomeWorks Energy
Montana,MT,Lewistown,,203,10,Manufacturing,move-bumpers,movebumpers.com,71556,Jim Steen,2013-01-01,MOVE Bumpers
New York,NY,New York City,New York City,204,17,Business Products & Services,lingperfect-translations,lptranslations.com,67566,Paul Gromek,2013-01-01,LingPerfect Translations
Minnesota,MN,Roseville,Minneapolis,205,23,Energy,innovative-power-systems,ips-solar.com,43608,Ralph Jacobson,1991-01-01,Innovative Power Systems
California,CA,San Mateo,San Francisco,206,70,Health,nuevacare,nuevacare.com,71561,Kamran Nasser,2012-01-01,NuevaCare
Massachusetts,MA,Bedford,Boston,207,56,Health,augmenix,augmenix.com,43340,John Pedersen,2008-01-01,Augmenix
Louisiana,LA,Gonzales,"Baton Rouge, LA",208,70,Energy,greenup-industries,greenupind.com,71566,"Rodney Greenup, Jr.",2012-01-01,Greenup Industries
California,CA,Los Angeles,Los Angeles,209,25,Consumer Products & Services,pf-candle-co,pfcandleco.com,71571,Kristen Pumphrey,2008-01-01,P.F. Candle Co.
Indiana,IN,Greenwood,"Indianapolis, IN",210,28,Real Estate,the-garrett-companies,thegarrettco.com,43343,Eric Garrett,2012-01-01,The Garrett Companies
New York,NY,New York City,New York City,211,10,Business Products & Services,occams-paradigm,occamsadvisory.com,43065,Anupam Satyasheel,2012-01-01,Occam's Paradigm
New Jersey,NJ,Totowa,New York City,212,47,Security,beacon-protection-group,beaconprotection.com,71576,Larry Shiner,2013-01-01,Beacon Protection Group
New York,NY,New York City,New York City,213,30,Advertising & Marketing,robofirm,http://robofirm.com,71581,Ryan Gellis,2013-01-01,Robofirm
Michigan,MI,Kentwood,"Grand Rapids-Wyoming, MI",214,70,Telecommunications,mobile-defenders,mobiledefenders.com,71586,Jordan Notenbaum,2013-01-01,Mobile Defenders
Florida,FL,Sarasota,"North Port-Sarasota-Bradenton, FL",215,150,Advertising & Marketing,revcontent,http://www.revcontent.com,79151,,2013-01-01,Revcontent
Georgia,GA,Atlanta,Atlanta,215,11,IT Services,blacc-spot-media,blaccspot.com,44923,Lantre Barr,2011-01-01,Blacc Spot Media
New York,NY,Brooklyn,New York City,216,100,Software,carto,carto.com,71591,Javier de la Torre,2008-01-01,CARTO
Georgia,GA,Atlanta,Atlanta,217,413,Health,crh-healthcare,crhhealthcare.com,71596,Bill Miller,2012-01-01,CRH Healthcare
New York,NY,New York City,New York City,218,110,Consumer Products & Services,bombfell,bombfell.com,71601,Bernard Yoo,2011-01-01,Bombfell
Illinois,IL,Chicago,Chicago,219,101,Financial Services,opploans,opploans.com,43263,Jared Kaplan,2009-01-01,OppLoans
Massachusetts,MA,Somerville,Boston,220,110,Consumer Products & Services,paint-nite,http://www.paintnite.com,42941,Daniel Hermann,2012-01-01,Paint Nite
Georgia,GA,Warner Robins,"Macon-Bibb County, GA",221,106,Government Services,advanced-project-consulting,advproj.com,43069,Iris Critten,2010-01-01,Advanced Project Consulting
New York,NY,Merrick,New York City,222,35,Consumer Products & Services,ilovekickboxing,ilovekickboxing.com,71606,Michael Parrella,2012-01-01,iLoveKickboxing
Wisconsin,WI,Milwaukee,"Milwaukee-Waukesha-West Allis, WI",223,79,Retail,wantable,wantable.com,71611,Jalem Getz,2012-01-01,Wantable
Idaho,ID,Hayden Lake,"Coeur d'Alene, ID",224,15,Logistics & Transportation,dollar-fulfillment,dollarfulfillment.com,71616,Jason Macek,2008-01-01,Dollar Fulfillment
California,CA,San Jose,San Jose,225,75,Advertising & Marketing,tapclicks,http://TapClicks.com,43012,Babak Hedayati,2009-01-01,TapClicks
North Carolina,NC,Raleigh,"Raleigh, NC",226,31,Logistics & Transportation,macgregor-partners,macgregorpartners.com,71621,Jason Ziegler,2012-01-01,MacGregor Partners
California,CA,Santa Cruz,"Santa Cruz-Watsonville, CA",227,38,Food & Beverage,lifeaid-beverage-company,lifeaidbevco.com,43233,Orion Melehan,2011-01-01,LIFEAID Beverage Company
Georgia,GA,Duluth,Atlanta,228,520,Logistics & Transportation,courier-distribution-systems,courierds.com,71626,Usman Eshai,2006-01-01,Courier Distribution Systems
California,CA,San Francisco,San Francisco,229,102,Food & Beverage,boba-guys,bobaguys.com,71631,Andrew Chau,2011-01-01,Boba Guys
Florida,FL,Ocala,"Ocala, FL",230,11,Education,mzeroacom,mzeroa.com,71636,Jason Schappert,2008-01-01,MzeroA.com
Florida,FL,Clearwater,Tampa,231,209,Security,knowbe4,knowbe4.com,43055,Stu Sjouwerman,2010-01-01,KnowBe4
Tennessee,TN,Spring Hill,Nashville,232,16,Media,fan-fest,fanfest.com,71641,James Frazier,2013-01-01,Fan Fest
North Carolina,NC,Greensboro,"Greensboro-High Point, NC",233,73,Business Products & Services,cogent-analytics,cogentanalytics.com,71646,Robert Braiman,2013-01-01,Cogent Analytics
Florida,FL,Orlando,"Orlando, FL",234,9,Financial Services,gra-cpa,gracpafirm.com,71651,Grant Gregory,2010-01-01,GRA CPA
New York,NY,New York City,New York City,235,12,Food & Beverage,brightfarms,brightfarms.com,71656,Paul Lightfoot,2011-01-01,BrightFarms
Texas,TX,Austin,Austin,236,28,Business Products & Services,facility-innovations-group,facilityig.com,71661,Chris Leveck,2013-01-01,Facility Innovations Group
Virginia,VA,Alexandria,"Washington, DC",237,16,Government Services,fedsync,fedsync.net,71666,Rahul Jindal,2007-01-01,FEDSYNC
Illinois,IL,Chicago,Chicago,238,25,Advertising & Marketing,mabbly,mabbly.com,71671,Hank Ostholthoff,2013-01-01,Mabbly
Maryland,MD,Greenbelt,"Washington, DC",239,34,Government Services,n2grate,n2grate.com,42969,Steve Halligan,2010-01-01,n2grate
Arizona,AZ,Tempe,Phoenix,240,856,Real Estate,my-home-group-real-estate,myhomegroup.com,36827,Mark Hutchins,2005-01-01,My Home Group Real Estate
Louisiana,LA,New Orleans,"New Orleans-Metairie, LA",241,80,Construction,palmisano,wjpalmisano.com,71676,Wesley Palmisano,2013-01-01,Palmisano
South Carolina,SC,North Charleston,"Charleston-North Charleston, SC",242,5,Business Products & Services,advanced-packaging-solutions-products,advancedpckg.com,71681,Dwayne Rainey,2012-01-01,Advanced Packaging Solutions & Products
California,CA,Los Angeles,Los Angeles,243,36,Media,render-media,rndr.com,43023,Vic Belonogoff,2011-01-01,Render Media
Massachusetts,MA,Bedford,Boston,244,13,Logistics & Transportation,linear-air-taxi,linearair.com,71686,William Herp,2013-01-01,Linear Air Taxi
California,CA,Lake Elsinore,"Riverside-San Bernardino-Ontario, CA",245,27,Manufacturing,united-carports,unitedcarports.com,71691,Bert Fenenga,2013-01-01,United Carports
Utah,UT,Salt Lake City,Salt Lake City,246,11,Advertising & Marketing,seo-werkz,seowerkz.com,71696,Paul Staten,2013-01-01,SEO Werkz
Oklahoma,OK,Tulsa,"Tulsa, OK",247,16,Software,casino-cash-trac,casinocashtrac.com,43138,Kurt Williams,2012-01-01,Casino Cash Trac
New York,NY,New York City,New York City,248,49,Advertising & Marketing,vistar-media,vistarmedia.com,71701,Michael Provenzano,2011-01-01,Vistar Media
Florida,FL,North Miami Beach,Miami,249,6,Computer Hardware,azulle,azulletech.com,71706,Arthur Rodriguez,2013-01-01,Azulle
Louisiana,LA,Harvey,"New Orleans-Metairie, LA",250,9,Real Estate,verius-property-group,veriusgroup.com,71711,Michael Merideth,2010-01-01,Verius Property Group
Virginia,VA,Reston,"Washington, DC",251,29,Government Services,crisis1,crisis1.com,71716,John Philbin,2007-01-01,Crisis1
Nevada,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",252,19,IT Services,chronos-business-consulting,chronosconsulting.com,21573,Adrienne Purves,2013-01-01,Chronos Business Consulting
California,CA,Newport Beach,Los Angeles,253,3,Consumer Products & Services,images-luxury-nail-lounge,imagesnaillounge.com,71721,Alexander Pham,2010-01-01,Images Luxury Nail Lounge
Tennessee,TN,Chattanooga,"Chattanooga, TN-GA",254,41,Logistics & Transportation,steam-logistics,steamlogistics.com,68601,Jason Provonsha,2013-01-01,Steam Logistics
Montana,MT,Kalispell,"Kalispell, MT",255,29,Health,health-rehab-solutions,healthrehabsolutions.com,71726,Blaine Stimac,2012-01-01,Health & Rehab Solutions
Florida,FL,Apopka,"Orlando, FL",256,95,Consumer Products & Services,livetrends-design-group,livetrendsdesign.com,71731,Bisser Georgiev,2013-01-01,LiveTrends Design Group
Texas,TX,Plano,Dallas,257,5,Software,legalinc,legalinc.com,71736,Erik Treutline,2013-01-01,Legalinc
South Carolina,SC,Charleston,"Charleston-North Charleston, SC",258,21,Financial Services,snapcap,snapcap.com,71741,Hunter Stunzi,2012-01-01,SnapCap
North Carolina,NC,Wilmington,"Wilmington, NC",259,67,Food & Beverage,untappd,untappd.com,71746,Kurt Taylor,2010-01-01,Untappd
California,CA,Santa Ana,Los Angeles,260,35,Financial Services,us-business-funding,usbfund.com,71751,Peter Ribeiro,2008-01-01,US BUSINESS FUNDING
North Carolina,NC,Charlotte,Charlotte,261,58,Business Products & Services,torrent-consulting,torrentconsulting.com,43072,Daniel Mccollum,2012-01-01,Torrent Consulting
California,CA,Rancho Cucamonga,"Riverside-San Bernardino-Ontario, CA",262,15,Advertising & Marketing,adwizar,adwizar.com,71756,Spectacular Smith,2012-01-01,Adwizar
Colorado,CO,Denver,Denver,263,47,Software,selecthub,selecthub.com,71761,Venkat Devraj,2013-01-01,SelectHub
Utah,UT,Salt Lake City,Salt Lake City,264,173,Security,bedrock-protection-agency,bedrockprotection.com,71766,Paul Nelson,2013-01-01,Bedrock Protection Agency
Maryland,MD,Greenbelt,"Washington, DC",265,50,IT Services,trinity-technology-partners,trinitytp.com,71771,Bruce Lansdowne,2008-01-01,Trinity Technology Partners
New York,NY,New York City,New York City,266,155,Retail,the-saatva-company,saatvamattress.com,36708,Ron Rudzin,2010-01-01,The Saatva Company
California,CA,Monrovia,Los Angeles,267,89,Retail,juvo-plus,juvoplus.com,71776,Steve Neufer,2013-01-01,Juvo Plus
California,CA,Walnut,Los Angeles,268,10,IT Services,whois-api,whoisxmlapi.com,71781,Jonathan Zhang,2009-01-01,Whois API
Arkansas,AR,North Little Rock,"Little Rock-North Little Rock-Conway, AR",269,21,Retail,bourbon-boots,bourbonandboots.com,71786,Rod Ford,2012-01-01,Bourbon & Boots
Texas,TX,Dallas,Dallas,270,22,Retail,foot-cardigan,footcardigan.com,71791,Bryan Deluca,2012-01-01,Foot Cardigan
California,CA,Venice,Los Angeles,271,32,Software,dogtown-media,https://www.dogtownmedia.com,67516,Marc Fischer,2011-01-01,DOGTOWN MEDIA
Florida,FL,Miami,Miami,272,10,Retail,atharva,atharvaproducts.com,71796,Anthony Bichara,2012-01-01,Atharva
Arizona,AZ,Glendale,Phoenix,273,25,Government Services,swp-contracting-paving,swpcontracting.com,37537,Bobby Lall,2005-01-01,SWP Contracting & Paving
Louisiana,LA,Baton Rouge,"Baton Rouge, LA",274,30,Construction,ppmg,ppmgrp.com,71801,Michael Truesdale,2011-01-01,PPMG
Louisiana,LA,Baton Rouge,"Baton Rouge, LA",275,100,Education,masteryprep,masteryprep.com,43132,Craig Gehring,2010-01-01,MasteryPrep
California,CA,Culver City,Los Angeles,276,60,Retail,meundies,meundies.com,43027,Bryan Lalezarian,2011-01-01,MeUndies
Pennsylvania,PA,Horsham,Philadelphia,277,230,Software,phenom-people,phenompeople.com,71806,Mahe Bayireddi,2011-01-01,Phenom People
Colorado,CO,Denver,Denver,278,420,Health,welltok,welltok.com,36808,Jeff Margolis,2009-01-01,Welltok
California,CA,San Francisco,San Francisco,279,3,Software,impressions-holdings,impressionsholdings.com,71811,Zachary Chen,2013-01-01,Impressions Holdings
Ohio,OH,Reynoldsburg,"Columbus, OH",280,15,Government Services,the-janz,janzcorporation.com,37174,Rick Finsterbusch,1999-01-01,The Janz
Florida,FL,Fort Lauderdale,Miami,281,46,IT Services,wheelhouse-it,wheelhouseit.com,66491,Gani Zebersky,2012-01-01,WheelHouse IT
Florida,FL,Miami,Miami,282,18,Travel & Hospitality,yourent,yourent.com,71816,Brian Ferdinand,2012-01-01,YouRent
New York,NY,Brooklyn,New York City,283,2,Travel & Hospitality,travel-exclusive,http://www.travelexclusivegroup.com,71821,David Yaiche,2012-01-01,TRAVEL EXCLUSIVE
Missouri,MO,St Louis,"St. Louis, MO-IL",284,52,Advertising & Marketing,drive-social-media,drivesocialnow.com,71826,Josh Sample,2012-01-01,Drive Social Media
Virginia,VA,McLean,"Washington, DC",285,7,Media,the-author-incubator,theauthorincubator.com,71831,Angela Lauria,2010-01-01,The Author Incubator
North Carolina,NC,Cary,"Raleigh, NC",286,20,Real Estate,fathom-realty,fathomrealty.com,26026,Josh Harley,2009-01-01,Fathom Realty
Texas,TX,Irving,Dallas,287,296,Health,alliance-family-of-companies,afcompanies.com,36744,Justin Magnuson,2006-01-01,Alliance Family of Companies
California,CA,San Francisco,San Francisco,288,7,Advertising & Marketing,fanrock,http://fanrock.com,71836,Arjun Ohri,2013-01-01,Fanrock
Illinois,IL,Chicago,Chicago,289,32,Energy,verde-solutions,verdesolutions.com,71841,Christopher Gersch,2012-01-01,Verde Solutions
Illinois,IL,Deerfield,Chicago,290,47,IT Services,pragma-edge,pragmaedge.com,71846,Vedavyas Avula,2013-01-01,Pragma Edge
Illinois,IL,Elk Grove Village,Chicago,291,194,Logistics & Transportation,vs-carriers,vscarrier.com,71851,Oleksandr Popovych,2011-01-01,VS carriers
California,CA,Carlsbad,San Diego,292,11,Food & Beverage,au-bon-broth,aubonbroth.com,71856,Steven Kadlec,2012-01-01,Au Bon Broth
New York,NY,Brooklyn,New York City,293,67,Software,501-auctions,501auctions.com,71861,Teddy Jones,2011-01-01,501 Auctions
California,CA,Costa Mesa,Los Angeles,294,4,Energy,gonled,gonled.com,37156,Justin Swedlow,2007-01-01,GonLED
New York,NY,Brooklyn,New York City,295,207,Business Products & Services,work-co,work.co,71866,Gene Liebel,2013-01-01,Work & Co
Missouri,MO,St Charles,"St. Louis, MO-IL",296,26,Real Estate,worth-clark-realty,worthclark.com,43013,Bryan Bowles,2009-01-01,Worth Clark Realty
Minnesota,MN,Minneapolis,Minneapolis,297,175,IT Services,leadpages,http://leadpages.net,36796,John Tedesco,2013-01-01,Leadpages
North Carolina,NC,Southern pines,"Pinehurst-Southern Pines, NC",298,22,Manufacturing,r-riveter,http://rriveter.com,71871,"Lisa Bradley,  Cameron Cruse",2011-01-01,R. Riveter
California,CA,Silverado,Los Angeles,299,12,Business Products & Services,xcaliber-solutions,xcaliber-solutions.com,36806,Sabina Keil,2009-01-01,Xcaliber Solutions
Kansas,KS,Wichita,"Wichita, KS",300,4,Financial Services,west-hills-capital,westhillscapital.com,43004,Joe Unger,2012-01-01,West Hills Capital
California,CA,Irvine,Los Angeles,301,803,Security,cylance,cylance.com/en_us/home.html,44578,Stuart Mcclure,2012-01-01,Cylance
Indiana,IN,Indianapolis,"Indianapolis, IN",302,4,Consumer Products & Services,her-hair-company,herhaircompany.com,43140,Erick Armstrong,2012-01-01,Her Hair Company
Massachusetts,MA,Boston,Boston,303,30,Advertising & Marketing,curaytor,http://curaytor.com,71876,"Chris Smith, Jimmy Mackin",2013-01-01,Curaytor
Virginia,VA,Alexandria,"Washington, DC",304,109,Government Services,tenica-and-associates,tenica.biz,36823,Terry Scherling,2008-01-01,TENICA and Associates
California,CA,Sunnyvale,San Jose,305,116,Education,zspace,zspace.com,43059,Paul Kellenberger,2007-01-01,zSpace
California,CA,Manhattan Beach,Los Angeles,306,125,Business Products & Services,onprem-solution-partners,http://onprem.com,71881,Candice Lu,2013-01-01,OnPrem Solution Partners
Ohio,OH,Cincinnati,Cincinnati,307,10,Advertising & Marketing,the-garage-group,http://thegaragegroup.com,71886,Jason Hauer,2010-01-01,The Garage Group
Nebraska,NE,Omaha,"Omaha-Council Bluffs, NE-IA",308,450,Health,atlas-medstaff,http://atlasmedstaff.com,42977,Steve Ryan,2012-01-01,Atlas MedStaff
Colorado,CO,Colorado Springs,"Colorado Springs, CO",309,22,Government Services,v3gate,v3gate.com,43432,Oscar Valdez,2007-01-01,V3Gate
Florida,FL,Doral,Miami,310,49,Government Services,rafael-marrero-company,http://rafaelmarrero.com,43205,Rafael Marrero,2008-01-01,Rafael Marrero & Company
New Jersey,NJ,Plainsboro,New York City,311,40,IT Services,core-software-technologies,coresofttech.com,71891,Nagajyothi Pothukanuri,2011-01-01,Core Software Technologies
California,CA,San Francisco,San Francisco,312,9,Business Products & Services,oolong,ooequipment.com,71896,Kyle Hanson,2013-01-01,Oolong
New York,NY,New York City,New York City,313,121,Retail,adore-me,adoreme.com,25654,Morgan Hermand-Waiche,2010-01-01,Adore Me
California,CA,Palo Alto,San Francisco,314,9,Advertising & Marketing,gamechangersf,gamechangersf.com,71901,Phil Shpilberg,2012-01-01,GameChangerSF
Virginia,VA,Springfield,"Washington, DC",315,27,Government Services,perfecta-federal,perfectafederal.com,43231,George Zoulias,2008-01-01,Perfecta Federal
Pennsylvania,PA,Sinking Spring,"Reading, PA",316,16,Construction,db-elite,dandbelite.com,43516,Dan Gring,2011-01-01,D&B Elite
